phenotype_id	pval_thresh
ENSG00000103154	1.04765226405416e-05
ENSG00000140961	1.04203633125302e-05
ENSG00000004799	3.3371996153691e-05
ENSG00000183117	8.90888531600596e-06
ENSG00000254319	1.00721180101166e-05
ENSG00000215126	0.00777567510381
ENSG00000275160	0.00777567510381
ENSG00000276832	0.00777567510381
ENSG00000279561	0.00777567510381
ENSG00000001497	5.89960174795903e-05
