phenotype_id	sdY
ENSG00000001497	0.487180204326039
ENSG00000004799	0.878921650045474
ENSG00000103154	0.728601078445332
ENSG00000140961	0.727426821345188
ENSG00000183117	1.69870951021872
ENSG00000215126	0.967659743606458
ENSG00000254319	1.70068423969682
ENSG00000275160	1.45508161217229
ENSG00000276832	1.26577601905793
ENSG00000279561	1.59467238551536
